vrai_hop;rdrg;N;NAB
0;346;2960;815
0;347;20332;2463
0;348;3805;1061
0;349;2164;664
0;350;4392;739
0;351;4479;1488
0;360;1035;827
0;361;3346;1814
0;362;5812;2852
0;363;12234;6427
0;364;7288;3281
0;380;1271;877
0;381;1350;434
0;382;1090;394
0;383;9169;8616
0;384;7419;1891
0;385;3611;1261
0;400;774;697
0;401;505;443
0;402;476;404
0;403;8679;7541
0;404;6659;2072
0;405;970;661
0;420;13271;2865
0;421;5805;1101
0;422;11720;3881
0;423;527;76
0;424;3011;553
0;440;425;423
0;441;1108;1077
0;442;1736;1580
0;443;2788;2413
0;444;524;203
0;445;1650;1265
0;446;15105;10335
0;447;2498;1088
0;460;5962;2703
0;461;1276;595
0;462;717;188
0;463;15866;14918
0;464;1815;567
0;465;9926;2950
0;466;2204;1107
0;467;2375;1114
0;468;4793;2094
0;480;4498;4245
0;481;1207;820
0;482;8514;7015
0;483;3353;882
0;484;2157;1475
0;500;990;551
0;501;3843;2672
0;510;1749;1634
0;511;532;421
0;512;729;636
0;513;22075;14798
0;514;9283;7582
0;515;1646;658
0;516;1450;412
0;517;1437;227
0;518;936;575
0;530;979;409
0;531;967;773
0;532;2013;360
0;540;23616;17277
0;541;375;238
0;542;380;158
0;543;442;294
0;544;2026;550
0;560;94054;29207
0;561;1410;612
0;562;1406;394
0;563;6706;1404
0;564;1015;274
0;565;878;69
0;566;10689;2554
0;580;263;117
0;581;32;11
0;582;1;1
0;583;9;9
0;590;18;18
0;591;71;57
0;592;30;30
0;593;158;137
0;600;36;36
0;601;118;92
0;602;207;185
0;603;276;111
0;610;35;34
0;611;156;88
0;612;204;150
0;613;58;46
0;614;577;166
0;620;58;58
0;621;159;91
0;622;156;115
0;623;60;48
0;624;415;86
0;625;134;62
0;626;197;71
0;630;108;108
0;631;114;110
0;632;191;78
0;633;462;235
0;634;188;148
0;635;60;45
0;636;360;278
0;637;1711;497
0;638;2352;403
0;639;184;91
0;640;230;59
0;650;250;211
0;651;806;364
0;660;2653;2440
0;661;1481;354
0;662;430;251
0;663;9605;2488
0;664;1648;752
0;680;395;282
0;681;1060;536
0;682;1177;738
0;683;926;424
0;690;1119;883
0;691;3172;1532
0;692;902;231
0;693;28104;6024
0;694;1585;585
0;710;927;850
0;711;1414;1298
0;720;6481;6221
0;721;2997;2677
0;722;2324;1424
0;723;6369;2164
0;724;2228;1758
0;740;540;372
0;750;365;32
0;751;4128;675
0;752;766;69
0;753;753;125
0;754;5020;571
0;755;1409;109
0;756;2775;255
0;757;4929;1617
0;758;979;77
0;759;402;46
0;760;7124;164
0;770;921;67
0;771;1057;128
0;772;208;24
0;773;406;61
0;774;152;3
0;775;8985;1019
0;776;1284;258
0;790;1249;975
0;791;4180;2986
0;792;1101;892
0;810;1235;589
0;811;1016;152
0;812;11633;1504
0;813;4974;2370
0;814;493;67
0;815;1857;428
0;830;33;19
0;831;15;12
0;832;267;113
0;833;60;20
0;840;588;109
0;850;3919;2851
0;860;4935;2000
0;861;5001;919
0;862;30037;2268
0;870;2;2
0;871;7;7
0;872;56;50
0;873;71;46
0;890;37;36
0;891;216;183
0;892;97;67
0;893;369;256
0;894;202;83
0;910;550;533
0;911;504;459
0;930;679;341
0;931;115;40
0;950;6731;5342
0;951;579;527
0;952;3960;2535
0;955;173;31
0;956;6318;481
