vrai_hop;rdrg;N;NAB
0;775;8843;939
0;776;1244;181
0;790;1029;747
0;791;2291;1576
0;792;1291;954
0;810;1536;650
0;811;853;101
0;812;11490;1269
0;813;2938;1247
0;814;319;40
0;815;1508;291
0;830;42;20
0;831;2;2
0;832;207;94
0;833;83;23
0;840;577;138
0;850;3267;1736
0;860;5458;2040
0;861;3639;752
0;862;31336;2092
0;871;8;8
0;872;25;21
0;873;49;30
0;890;41;39
0;891;147;119
0;892;84;63
0;893;269;189
0;894;135;51
0;910;548;533
0;911;533;475
0;930;560;262
0;931;97;32
0;950;6756;4969
0;951;746;678
0;952;5719;3195
0;955;396;82
0;956;576;222
