vrai_hop;rdrg;N;NAB
0;262;794;729
0;263;18143;13406
0;264;900;576
0;280;3918;1731
0;281;4712;1973
0;282;6066;2154
0;283;4018;1459
0;284;10053;7121
0;300;576;563
0;301;5896;5765
0;302;39821;39148
0;303;293;288
0;304;9185;8915
0;305;217;200
0;306;2958;2854
0;307;308;290
0;308;9979;9490
0;309;2311;1964
0;310;23774;21531
0;311;73;65
0;312;779;660
0;313;21589;16947
0;314;13662;10913
0;315;31193;21641
0;316;5612;3573
0;317;7504;4062
0;318;3922;1643
0;319;3107;1623
0;320;5170;3661
0;340;1342;428
0;341;3678;1272
0;342;8388;1531
0;343;5507;1952
0;344;404;366
0;345;406;366
0;346;2859;763
0;347;18145;2552
0;348;3325;1093
0;349;2064;621
0;350;4779;973
0;351;4240;1474
0;360;981;811
0;361;3056;1502
0;362;6339;3383
0;363;12850;7504
0;364;7558;3699
0;380;1113;766
0;381;1144;440
0;382;1092;457
0;383;9688;9143
0;384;7292;2039
0;385;3354;1248
0;400;1254;1120
0;401;523;452
0;402;446;377
0;403;11793;10546
0;404;7002;1987
0;405;1575;1066
0;420;13009;2915
0;421;5778;1026
0;422;11116;3885
0;423;503;71
0;424;2785;491
0;440;452;447
0;441;1207;1181
0;442;1893;1713
0;443;3042;2665
0;444;516;240
0;445;1758;1370
0;446;16530;11411
0;447;2261;1005
0;460;4304;2112
0;461;1172;616
0;462;806;183
0;463;17514;16540
0;464;1648;518
0;465;10190;3241
0;466;2483;1389
0;467;3333;1540
0;468;6804;3116
0;480;4618;4339
0;481;1201;849
0;482;8055;6620
0;483;2914;1030
0;484;1885;1322
0;500;1058;612
0;501;3832;2745
0;510;2062;1918
0;511;502;391
0;512;769;674
0;513;20376;13958
0;514;8864;7602
0;515;1564;719
0;516;1079;330
0;517;1121;220
0;518;890;520
0;530;976;406
0;531;869;709
0;532;1748;349
0;540;24402;18048
0;541;356;234
0;542;517;260
0;543;384;260
0;544;1785;519
0;560;94633;29654
0;561;1589;702
0;562;1473;386
0;563;6190;1203
0;564;1142;331
0;565;819;89
0;566;11613;2801
0;580;158;79
0;581;26;12
0;583;8;8
0;590;16;16
0;591;81;74
0;592;25;24
0;593;164;140
0;600;32;32
0;601;146;114
0;602;240;198
0;603;337;152
0;610;24;23
0;611;154;89
0;612;244;191
0;613;33;28
0;614;657;198
0;620;41;40
0;621;128;70
0;622;151;113
0;623;36;24
0;624;467;86
0;625;137;77
0;626;205;70
0;630;88;87
0;631;120;114
0;632;196;88
0;633;498;224
0;634;251;200
0;635;28;11
0;636;319;221
0;637;1800;605
0;638;2351;452
0;639;199;86
0;640;280;85
0;650;251;213
0;651;823;372
0;660;3;2
0;661;1383;324
0;662;489;298
0;663;9185;2387
0;664;4404;3461
0;680;420;338
0;681;1072;542
0;682;1268;833
0;683;1070;544
0;690;967;756
0;691;2945;1456
0;692;797;200
0;693;28774;6493
0;694;2017;763
0;710;1126;1058
0;711;1372;1272
0;720;8149;7842
0;721;3016;2785
0;722;2978;1807
0;723;6652;2235
0;724;2650;2052
0;740;377;266
0;750;392;33
0;751;3725;668
0;752;513;60
0;753;714;96
0;754;4253;493
0;755;1415;116
0;756;2702;225
0;757;4669;1565
0;758;1079;76
0;759;319;43
0;760;3374;143
0;770;747;60
0;771;1193;91
0;772;177;16
0;773;421;46
0;774;164;7
0;775;8995;1031
0;776;1191;272
0;790;1199;969
0;791;3886;2781
0;792;973;785
0;810;1235;624
0;811;1111;158
0;812;12167;1576
0;813;5104;2454
0;814;470;85
0;815;1922;535
0;830;38;18
0;831;20;20
0;832;216;109
0;833;47;18
0;840;677;116
0;850;4525;3018
0;860;3507;1432
0;861;10388;2073
0;862;34741;3444
0;870;3;3
0;871;7;7
0;872;35;32
0;873;65;37
0;890;50;47
0;891;171;148
0;892;94;50
0;893;372;238
0;894;164;52
0;910;541;516
0;911;512;468
0;930;745;385
0;931;103;41
0;950;8507;6836
0;951;521;471
0;952;3903;2509
0;955;161;16
0;956;415;77
