vrai_hop;rdrg;N;NAB
0;342;8809;1528
0;343;5534;1919
0;344;414;372
0;345;392;354
0;346;2876;793
0;347;19386;2517
0;348;3452;982
0;349;2150;625
0;350;4622;894
0;351;4210;1464
0;360;1015;846
0;361;2936;1475
0;362;5811;3104
0;363;12856;7170
0;364;7531;3487
0;380;1213;843
0;381;1260;418
0;382;1124;410
0;383;9739;9199
0;384;7297;1930
0;385;3426;1159
0;400;1039;917
0;401;514;432
0;402;432;359
0;403;9887;8738
0;404;6911;2159
0;405;1169;794
0;420;13444;2890
0;421;5864;1020
0;422;11319;3932
0;423;525;71
0;424;2856;481
0;440;450;448
0;441;1141;1112
0;442;1761;1620
0;443;2844;2457
0;444;601;225
0;445;1688;1301
0;446;15761;10830
0;447;2532;1100
0;460;4771;2313
0;461;1289;633
0;462;740;200
0;463;16410;15514
0;464;1777;495
0;465;10296;3155
0;466;2405;1284
0;467;2872;1269
0;468;6061;2675
0;480;4434;4187
0;481;1193;831
0;482;8485;6997
0;483;3144;1034
0;484;2018;1381
0;500;971;513
0;501;3627;2513
0;510;2028;1878
0;511;469;359
0;512;765;656
0;513;21232;14307
0;514;8754;7278
0;515;1618;655
0;516;1253;368
0;517;1277;236
0;518;891;544
0;530;1040;415
0;531;902;704
0;532;1876;409
0;540;23390;16975
0;541;357;210
0;542;462;229
0;543;424;279
0;544;1910;526
0;560;95508;30412
0;561;1444;632
0;562;1386;371
0;563;6476;1492
0;564;1044;275
0;565;859;57
0;566;11149;2768
0;580;250;124
0;581;30;14
0;582;1;1
0;583;6;6
0;590;19;19
0;591;81;73
0;592;26;25
0;593;159;143
0;600;29;27
0;601;162;125
0;602;253;216
0;603;300;119
0;610;34;32
0;611;169;113
0;612;244;181
0;613;47;37
0;614;648;203
0;620;39;38
0;621;128;78
0;622;165;130
0;623;48;40
0;624;399;68
0;625;145;77
0;626;181;53
0;630;99;98
0;631;153;145
0;632;191;85
0;633;450;231
0;634;250;198
0;635;13;5
0;636;350;240
0;637;1575;530
0;638;2156;396
0;639;215;115
0;640;213;57
0;650;219;197
0;651;783;382
0;660;3;2
0;661;1437;359
0;662;419;235
0;663;9303;2436
0;664;4316;3237
0;680;402;304
0;681;1095;556
0;682;1294;836
0;683;996;473
0;690;1093;873
0;691;2980;1462
0;692;856;243
0;693;27987;5870
0;694;1908;703
0;710;1011;933
0;711;1443;1325
0;720;7380;7134
0;721;2919;2659
0;722;2877;1755
0;723;7409;2392
0;724;2297;1823
0;740;424;300
0;750;394;42
0;751;4135;683
0;752;687;69
0;753;761;125
0;754;4664;549
0;755;1375;101
0;756;2718;230
0;757;4576;1569
0;758;982;81
0;759;396;57
0;760;4036;191
0;770;902;57
0;771;1107;100
0;772;281;25
0;773;422;64
0;774;155;6
0;775;8982;1020
0;776;1219;264
0;790;1164;902
0;791;3944;2887
0;792;1045;840
0;810;1275;614
0;811;1004;140
0;812;12092;1469
0;813;4948;2404
0;814;451;70
0;815;1870;454
0;830;40;24
0;831;6;5
0;832;197;100
0;833;44;20
0;840;659;132
0;850;3610;2565
0;860;4511;1821
0;861;8068;1621
0;862;31338;2435
0;870;6;6
0;871;14;14
0;872;58;52
0;873;83;47
0;890;37;36
0;891;205;184
0;892;104;53
0;893;329;227
0;894;174;70
0;910;609;586
0;911;483;448
0;930;661;333
0;931;111;39
0;950;7121;5703
0;951;546;498
0;952;3819;2453
0;955;105;21
0;956;5835;358
