vrai_hop;rdrg;N;NAB
0;750;556;52
0;751;5557;748
0;752;774;67
0;753;776;109
0;754;6423;634
0;755;1662;123
0;756;3212;307
0;757;6793;2235
0;758;982;53
0;759;392;52
0;760;4794;133
0;770;965;70
0;771;1090;109
0;772;210;30
0;773;394;38
0;774;118;9
0;775;9213;943
0;776;1289;205
0;790;1098;811
0;791;3205;2209
0;792;1138;901
0;810;1222;579
0;811;885;126
0;812;11453;1258
0;813;3652;1620
0;814;408;48
0;815;1381;304
0;830;42;22
0;831;29;26
0;832;342;144
0;833;72;25
0;840;652;146
0;850;2815;1869
0;860;5951;2334
0;861;4200;950
0;862;29212;1934
0;871;11;11
0;872;25;24
0;873;48;38
0;890;33;32
0;891;186;162
0;892;86;53
0;893;298;213
0;894;142;48
0;910;549;503
0;911;487;431
0;930;570;253
0;931;95;31
0;950;5657;4416
0;951;577;514
0;952;4139;2492
0;955;185;29
0;956;2206;172
