vrai_hop;rdrg;N;NAB
0;723;5670;2009
0;724;2002;1553
0;740;1031;664
0;750;609;44
0;751;5926;786
0;752;892;90
0;753;879;105
0;754;7876;785
0;755;1699;108
0;756;3937;600
0;757;7991;2880
0;758;927;69
0;759;413;66
0;760;4379;122
0;770;1113;57
0;771;462;61
0;772;120;24
0;773;373;45
0;774;98;10
0;775;9109;876
0;776;1274;159
0;790;1043;771
0;791;2554;1714
0;792;1286;968
0;810;1382;560
0;811;872;98
0;812;11520;1251
0;813;3017;1329
0;814;374;38
0;815;1317;271
0;830;34;15
0;831;8;6
0;832;227;87
0;833;70;22
0;840;530;102
0;850;2547;1554
0;860;5302;2198
0;861;3671;749
0;862;30427;2002
0;870;2;2
0;871;5;5
0;872;29;25
0;873;29;18
0;890;41;41
0;891;153;137
0;892;79;58
0;893;269;184
0;894;135;57
0;910;551;521
0;911;532;476
0;930;529;227
0;931;78;33
0;950;6285;4801
0;951;752;681
0;952;5022;2913
0;955;258;55
0;956;234;99
