vrai_hop;rdrg;N;NAB
0;692;890;274
0;693;22844;4719
0;694;2127;718
0;710;737;632
0;711;744;648
0;720;4123;3769
0;721;1459;1248
0;722;1752;991
0;723;5592;1993
0;724;1851;1393
0;740;1021;624
0;750;489;53
0;751;5387;755
0;752;639;49
0;753;673;105
0;754;8330;944
0;755;1718;148
0;756;3508;525
0;757;7595;2668
0;758;779;53
0;759;430;56
0;760;3227;148
0;770;998;48
0;771;267;47
0;772;69;17
0;773;382;75
0;774;67;6
0;775;8730;1000
0;776;1160;154
0;790;1084;745
0;791;2028;1400
0;792;1252;930
0;810;1350;578
0;811;879;126
0;812;10508;1213
0;813;2507;1070
0;814;288;34
0;815;1545;290
0;830;26;10
0;831;1;1
0;832;225;77
0;833;73;25
0;840;489;99
0;850;3116;1553
0;860;5026;1819
0;861;3311;723
0;862;31798;2051
0;871;5;5
0;872;25;23
0;873;26;16
0;890;31;31
0;891;105;97
0;892;69;49
0;893;202;134
0;894;132;46
0;910;539;511
0;911;470;418
0;930;475;222
0;931;76;29
0;950;7132;5210
0;951;813;730
0;952;6012;3356
0;955;334;72
0;956;5781;2089
