vrai_hop;rdrg;N;NAB
0;500;1029;526
0;501;3437;2406
0;510;1817;1697
0;511;551;436
0;512;787;688
0;513;21721;14336
0;514;8983;7227
0;515;1675;682
0;516;1515;440
0;517;1677;254
0;518;834;520
0;530;1116;433
0;531;937;749
0;532;2007;367
0;540;22369;16198
0;541;390;223
0;542;360;180
0;543;421;286
0;544;2113;534
0;560;90422;27466
0;561;1243;505
0;562;1452;377
0;563;6592;1396
0;564;1032;284
0;565;760;59
0;566;9817;2336
0;580;241;110
0;581;18;10
0;583;7;7
0;590;15;15
0;591;60;57
0;592;32;32
0;593;125;114
0;600;33;33
0;601;106;87
0;602;205;175
0;603;208;115
0;610;28;28
0;611;124;85
0;612;206;163
0;613;43;40
0;614;363;162
0;620;50;47
0;621;129;68
0;622;129;100
0;623;57;50
0;624;271;50
0;625;145;73
0;626;170;62
0;630;95;92
0;631;117;103
0;632;186;64
0;633;478;223
0;634;237;179
0;635;81;61
0;636;477;353
0;637;1367;431
0;638;2087;309
0;639;308;141
0;640;332;110
0;650;226;203
0;651;767;355
0;660;2483;2308
0;661;1503;353
0;662;343;216
0;663;8833;2401
0;664;1654;773
0;680;428;313
0;681;1157;594
0;682;1158;697
0;683;922;419
0;690;1206;964
0;691;3516;1769
0;692;1046;337
0;693;28415;5731
0;694;1686;594
0;710;905;826
0;711;1324;1211
0;720;5996;5751
0;721;2883;2591
0;722;1975;1171
0;723;6113;1923
0;724;2131;1671
0;740;588;421
0;750;443;51
0;751;4830;675
0;752;751;75
0;753;841;132
0;754;5379;601
0;755;1503;121
0;756;2693;202
0;757;4320;1424
0;758;1016;64
0;759;484;43
0;760;6683;159
0;770;956;54
0;771;1155;127
0;772;192;24
0;773;461;63
0;774;165;11
0;775;9253;957
0;776;1394;248
0;790;1182;919
0;791;3738;2665
0;792;1097;876
0;810;1248;607
0;811;941;116
0;812;11808;1444
0;813;4512;2111
0;814;457;60
0;815;1630;320
0;830;42;21
0;831;24;21
0;832;317;142
0;833;58;24
0;840;685;135
0;850;3259;2263
0;860;5442;2150
0;861;4523;919
0;862;27916;2027
0;870;3;3
0;871;21;20
0;872;49;47
0;873;77;52
0;890;43;42
0;891;173;158
0;892;96;51
0;893;348;254
0;894;157;68
0;910;608;583
0;911;534;479
0;930;670;320
0;931;109;42
0;950;6207;4850
0;951;564;523
0;952;4007;2525
0;955;144;24
0;956;2546;143
